"insCode","instrumentID","cValMne","lVal18","cSocCSAC","lVal18AFC","lVal30","cIsin","dEven","flow","lSoc30","CGdSVal","cgrValCot","yMarNSC","cComVal","cSecVal","cSoSecVal","yVal"
"54751764837456095","IRXZXEXR0006","XEXR6","EXIR Composite","IDXS","شاخص اکسیر کل6","شاخص اکسیر کل","IRXZXEXR0004","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"54755811088630390","IRO3ZF710001","ZF711","Agricultural","ZF71","خدمات کشاورزی","خدمات حمایتی کشاورزی","IRO3ZF710008","20180721","2","خدمات حمایتی کشاورزی","A","Z1","NO","5","01","0161","303"
"54769454583396993","IRO6MELZ98A1","TM241","Melli Mortgage2001","MELZ","تملی810","تسهیلات مسکن ب. ملی-دی98","IRO6MELZ98A8","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"54823459868414322","IRO1NCHN0001","NCHN1","Nam Chin","NCHN","چنمچی","نم چین","IRO1NCHN0007","20081126","1","نم چین","A","N4","NO","4","21","2109","300"
"54843635503648458","IRX6X40T0006","X40T6","Index Group 40","IDXS","40-تامین آب،برق،گ6","40-تامین آب، برق، گاز","IRX6X40T0000","20171213","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"54862325475848344","IRR1KASH0101","KASX1","Kashan Textural-R","KASH","نربکاح","ح . ریسندگی وبافندگی کاشان","IRR1KASH0109","20081126","1","ریسندگی وبافندگی کاشان","A","N4","NO","4","17","1711","400"
"54882843915599119","IRB3SA0700B1","SA7Q1","ArvandNV.MNF220202","SA07","اروند07","منفعت صبا اروند نوین 14001113","IRB3SA0700B2","20221212","2","منفعت صبا اروند نوین 14001113","A","17","NO","4","69","6947","306"
"54900302818181754","IRR7ARTP0101","ARTX1","Artavil Tire -R","ARTP","پارتاح","ح.مجتمع صنعتی آرتاویل تای","IRR7ARTP0105","20190908","4","مجتمع صنعتی آرتاویل تایر","A","P1","NO","7","25","2511","404"
"54923880579706832","IRXZXIND0006","XIND6","IFB Industry Index","IDXS","صنعت فرابورس 6","شاخص صنعت فرابورس","IRXZXIND0008","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"55042339780346549","IRR1GGAZ0101","GGAX1","Ghazvin Sugar-R","GGAZ","قزوینح","ح . کارخانجات  قند قزوین","IRR1GGAZ0107","20230918","1","کارخانجات  قند قزوین","A","N1","NO","3","38","3842","400"
"55070742656326885","IRT3PAYF0001","PAYF1","Paya Servat ETF","PAYF","پایا","صندوق س.پایا ثروت پویا-د","IRT3PAYF0003","20230702","2","ص.س.درآمد ثابت پایا ثروت پویا","A","1A","NO","4","68","6812","305"
"55109311702773448","IRB3MO0106C1","MO011","MotaharZ MRB280313","MO01","مطهر06","مرابحه مطهرضمیر14061223","IRB3MO0106C4","20230607","2","مرابحه مطهرضمیر","A","17","NO","4","69","6911","306"
"55127657985997520","IRO3APOZ0001","APOZ1","Arya Sasol Polymer","APOZ","آریا","پلیمر آریا ساسول","IRO3APOZ0002","20230917","2","پلیمر آریا ساسول","A","Z1","NO","3","44","4411","303"
"55137475882192824","IRR7SHIP0101","SHIX1","Shahin Plastic-R","SHIP","پشاهنح","ح.تولیدی پلاستیک  شاهین","IRR7SHIP0100","20190908","4","تولیدی پلاستیک  شاهین","A","P1","NO","7","25","2520","404"
"55163494925650570","IRR1ALTK0101","ALTX1","Alumtek-R","ALTK","فالومح","ح . آلومتک","IRR1ALTK0102","20120416","1","آلومتک","A","N2","NO","5","27","2720","400"
"55172749623656170","IRB4SO1502C1","O15Q1","SOV.GMR114SP240319","SO15","اراد114","مرابحه عام دولت114-ش.خ021229","IRB4SO1502C8","20230607","2","مرابحه عام دولت114-ش.خاص0212","A","17","NO","4","69","6945","706"
"55196064891637154","IRB3TF130661","TF131","TFardaIJRASH270918","TF13","تابان13","اجاره تابان فردا آشنا14060627","IRB3TF130665","20230918","2","اجاره تابان فردا آشنا14060627","A","17","NO","4","69","6910","306"
"55201604487356053","IRO7FANP0001","FANP1","FanAva Co.","FANP","فن آوا","گروه فن آوا","IRO7FANP0003","20230917","4","گروه فن آوا","A","P1","NO","7","72","7200","309"
"55205982891279789","IRR1GNBO0101","GNBX1","Neyshabour S.-R","GNBO","قنیشاح","ح . قند نیشابور","IRR1GNBO0100","20230627","1","قند نیشابور","A","N2","NO","5","38","3842","400"
"55254206302462116","IRO1APPE0001","APPE1","Asan Pardakht Pers","APPE","آپ","آسان پرداخت پرشین","IRO1APPE0008","20230917","1","آسان پرداخت پرشین","A","N1","NO","3","72","7220","300"
"55259884839975840","IRO1GTEH0001","GTEH1","Tehran Stucco","GTEH","کگچت","گچ  تهران","IRO1GTEH0008","20081126","1","گچ  تهران","A","N4","NO","4","53","5394","300"
"55274159604040834","IRR1RENA0101","RENX1","Rena Investment-R","RENA","ورناح","ح . سرمایه گذاری  رنا(هلدینگ","IRR1RENA0100","20200929","1","سرمایه گذاری  رنا(هلدینگ","A","N1","NO","1","34","3499","400"
"55289848471625247","IRO7PSPP0001","PSPP1","Persepolis","PSPP","پرسپولیس","پرسپولیس","IRO7PSPP0009","20230917","4","فرهنگی ورزشی پرسپولیس","A","P1","NO","7","93","9312","309"
"55293223627021648","IRB3NVIZ88A1","NVIQ1","Eghtesad Novin","NVIZ","(12)نوین","گواهی سپرده بانکی12نوین 19درصد","IRB3NVIZ88A9","20091004","2","گواهی سپرده بانکی12نوین 19درصد","A","Z1","NO","4","57","5719","306"
"55308018877404137","IRT3SAMF0001","SAMF1","Sam ETF","SAMF","سام","صندوق س.درآمد ثابت سام-د","IRT3SAMF0004","20230710","2","ص.س. درآمد ثابت سام","A","1A","NO","4","68","6812","305"
"55316378222036201","IRO6MELZ0051","TM371","Melli Mortgage2108","MELZ","تملی005","تسهیلات مسکن ب.ملی-مرداد1400","IRO6MELZ0050","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"55364158207326031","IRO1EKBT0001","EKBT1","Ekbatan Carpet","EKBT","ناکبا","فرش اکباتان","IRO1EKBT0008","20081126","1","فرش اکباتان","A","N4","NO","4","17","1722","300"
"55373808401388162","IRO3ILZZ0001","ILZZ1","Iranian Lead&Zinc","ILZZ","فتوسا","تولید و توسعه سرب روی ایرانیان","IRO3ILZZ0005","20230917","2","تولید و توسعه سرب روی ایرانیان","A","1Z","NO","1","27","2720","303"
"55376450081365373","IRO1CHIR0001","CHIR1","Irana Tile","CHIR","کچینی","چینی  ایران","IRO1CHIR0000","20161101","1","چینی  ایران","A","N1","NO","3","49","4993","300"
"55490250330757201","IRR1KLBR0101","KLBX1","Kalber Dairy-R","KLBR","غالبرح","ح . لبنیات  کالبر","IRR1KLBR0103","20210126","1","لبنیات کالبر","A","N2","NO","5","42","4220","400"
"55500157187630757","IRB3BT029681","BT021","TreasuryBill171113","BT02","سخاب2","اسناد خزانه اسلامی960822","IRB3BT029689","20170913","2","اسناد خزانه اسلامی960822","A","I1","NO","4","69","6940","306"
"55500657710269413","IRR1BHSM0101","BHSX1","Behceram-R","BHSM","کهرامح","ح . تولیدی گرانیت بهسرام","IRR1BHSM0106","20171213","1","تولیدی گرانیت بهسرام","A","N2","NO","5","49","4993","400"
"55530995590147831","IRB3TB920121","TB921","TreasuryBill220516","TB92","اخزا917","اسنادخزانه-م17بودجه99-010226","IRB3TB920127","20220906","2","اسنادخزانه اسلامی-م17بودجه1399","A","I1","NO","4","69","6940","306"
"55557065724040483","IRR7JMIP0101","JMIX1","Jami investment-R","JMIP","وجامیح","ح . سرمایه گذاری جامی","IRR7JMIP0104","20230826","4","سرمایه گذاری جامی","A","16","NO","7","56","5699","404"
"55622199783443721","IRR1PFAN0101","PFAX1","Fanavaran Petr.-R","PFAN","شفنح","ح . پتروشیمی فناوران","IRR1PFAN0101","20220730","1","پتروشیمی فناوران","A","N1","NO","1","44","4411","400"
"55626190083788703","IRO1SAKH0101","SK011","Iran Const. Inv1","SAKH","وساخت عمده1","س. ساختمان ایران عمده1","IRO1SAKH0106","20230917","1","سرمایه گذاری ساختمان ایران","A","91","NO","1","70","7099","300"
"55650431015498861","IRB3TR0203B1","TR021","TreasuryBill250120","TR02","اخزا009","اسناد خزانه-م9بودجه00-031101","IRB3TR0203B9","20220906","2","اسنادخزانه اسلامی-م9بودجه1400","A","I1","NO","4","69","6940","306"
"55747512772958281","IRO1KESF0001","KESF1","Isfahan Tile","KESF","کاصفا","کاشی  اصفهان","IRO1KESF0005","20160117","1","کاشی  اصفهان","A","N2","NO","5","49","4993","300"
"55754760645110125","IRO3CHSZ0001","CHSZ1","Mashhad leather","CHSZ","چرمش","شرکت چرم مشهد","IRO3CHSZ0006","20230917","2","شرکت چرم مشهد","A","Z1","NO","3","19","1999","303"
"55756944347888474","IRR7RKBP0101","RKBX1","Refah K.Bank-R","RKBP","ورفاهح","ح . بانک رفاه کارگران","IRR7RKBP0103","20230828","4","بانک رفاه کارگران","A","P1","NO","7","57","5719","404"
"55761337960556026","IRO1SHRG0001","SHRG1","Rangin","SHRG","شرنگی","صنعتی  رنگین","IRO1SHRG0004","20131209","1","صنعتی  رنگین","A","N2","NO","5","44","4422","300"
"55762194089511598","IRB4SO210441","O21Q1","SOV.GMR120SP250708","SO21","اراد120","مرابحه عام دولت120-ش.خ040417","IRB4SO210441","20230607","2","مرابحه عام دولت120-ش.خاص0404","A","17","NO","4","69","6945","706"
"55765343847988322","IRO7HJRP0001","HJRP1","HJRP","HJRP","هجرت","پخش هجرت","IRO7HJRP0008","20120528","2","پخش هجرت","A","P1","NO","7","43","4399","309"
"55805786346373708","IRB3JH040651","JH041","S.Jahan4MRB270723","JH04","فجهان064","مرابحه جهان فولاد-تاک060501","IRB3JH040658","20230723","2","مرابحه جهان فولاد-تاک060501","A","17","NO","4","69","6911","306"
"55835844673424212","IRO6MSKZ00B1","MZ381","Mortgage Right0011","MSKZ","تسه0011","امتیازتسهیلات مسکن بهمن 1400","IRO6MSKZ00B4","20230717","2","بانک مسکن","A","M1","NO","4","59","5910","307"
"55848849021200650","IRO3MSZ96111","MK891","Mortgage Right9611","MSKZ","تسه9611","امتیاز تسهیلات مسکن بهمن96","IRO3MSZ96111","20200526","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"55850912428859273","IRO1OS180001","OS181","Qom Inv.","OS18","وسقم","شرکت س استان قم","IRO1OS180004","20230917","1","شرکت س استان قم","A","N2","NO","5","56","5699","300"
"55862580907068610","IRO3MECZ0001","MECZ1","MelliAgro-Chemical","MECZ","شملی","ملی شیمی کشاورز","IRO3MECZ0005","20230917","2","ملی شیمی کشاورز","A","Z1","NO","3","44","4421","303"
"55879759904088706","IRO1OS140001","OS141","Semnam Inv.","OS14","وسمنان","شرکت س استان سمنان","IRO1OS140008","20230917","1","شرکت س استان سمنان","A","N2","NO","5","56","5699","300"
"55897939403232751","IRO1SRMA0001","SRMA1","Sarma Afarin","SRMA","لسرما","سرما آفرین","IRO1SRMA0003","20230917","1","سرما آفرین","A","N2","NO","5","29","2919","300"
"55906836177528951","IRO3ZF480001","ZF481","Taavon Insur.","ZF48","تعاون-پذیره","بیمه تعاون-پذیره","IRO3ZF480008","20220103","2","بیمه تعاون-پذیره","A","Z1","NO","5","66","6611","303"
"55910871837550367","IRO3MSZ92121","MK421","BANK MASKAN","MSKZ","تسه9212","امتیاز تسهیلات مسکن اسفندماه92","IRO3MSZ92128","20140525","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"55916539620839777","IRO1OS240001","OS241","Gilan Inv.","OS24","وسگیلا","شرکت س استان گیلان","IRO1OS240006","20230917","1","شرکت س استان گیلان","A","N2","NO","5","56","5699","300"
"55924039170758349","IRB3TB9603A1","TB961","TreasuryBill250113","TB96","اخزا002","اسنادخزانه-م2بودجه00-031024","IRB3TB9603A7","20220906","2","اسنادخزانه اسلامی-م2بودجه1400","A","I1","NO","4","69","6940","306"
"55938611374544202","IRO1KABZ0001","KABZ1","Alborz Carton","KABZ","چکارل","کارتن  البرز","IRO1KABZ0004","20081126","1","کارتن  البرز","A","N4","NO","4","21","2102","300"
"55942420731425948","IRB4SG6002A1","G60Q1","SOV.GMR60.SP240115","SG60","اراد60","مرابحه عام دولتی6-ش.خ0210","IRB4SG6002A4","20230607","2","مرابحه عام دولتی6-ش.خاص0210","A","17","NO","4","69","6945","706"
"55943815270366220","IRR1BROJ0101","BROX1","Boroujerd T.-R","BROJ","نبروجح","ح . نساجی  بروجرد","IRR1BROJ0103","20171213","1","نساجی  بروجرد","A","N2","NO","5","17","1711","400"
"55944213584285723","IRR1RNJH0101","RNJX1","Jahan Veg. Oil-R","RNJH","غجهانح","ح . روغن نباتی جهان","IRR1RNJH0108","20081126","1","روغن نباتی جهان","A","N4","NO","4","42","4214","400"
"55959112038778737","IRO7SEKP0001","SEKP1","Majd Khaf","SEKP","سخواف","سیمان مجد خواف","IRO7SEKP0007","20230917","4","سیمان مجد خواف","A","P1","NO","7","53","5394","309"
"55963441389800122","IRB3TB440051","TB441","TreasuryBill210809","TB44","اخزا713","اسنادخزانه-م13بودجه97-000518","IRB3TB440050","20210207","2","اسنادخزانه اسلامی-م13بودجه1397","A","I1","NO","4","69","6940","306"
"55979741213594029","IRO7KBDP0001","KBDP1","Abadeh fireclay","KBDP","کباده","تولید خاک نسوزاستقلال آباده","IRO7KBDP0007","20230917","4","تولید خاک نسوزاستقلال آباده","A","P1","NO","7","54","5492","309"
"56006915451245411","IRO7LKPP0001","LKPP1","Pars Alliance","LKPP","لخانه","لوازم  خانگی  پارس","IRO7LKPP0001","20230917","4","لوازم  خانگی  پارس","A","P1","NO","7","29","2930","309"
"56019364140041257","IRR1ATMF0101","ATMX1","Atmosphere-R","ATMF","تاتمسح","ح . اتمسفر","IRR1ATMF0108","20081126","1","اتمسفر","A","N4","NO","4","29","2914","400"
"56033738624803469","IRB3SI0198C1","SI0Q1","Sovereign Ijara","SI01","اجاد1","اجاره دولت مرحله یک1394-981226","IRB3SI0198C0","20221212","2","اجاره دولت مرحله یک1394-981226","A","17","NO","4","69","6942","306"
"56040335629505100","IRO1ABGN0001","ABGN1","Abgineh","ABGN","کابگن","آبگینه","IRO1ABGN0004","20120725","1","آبگینه","A","N2","NO","5","54","5410","300"
"56115689575162246","IRR1PSLN0101","PSLX1","Parsylon-R","PSLN","شیلونح","ح . پارسیلون","IRR1PSLN0103","20081126","1","پارسیلون","A","N4","NO","4","44","4430","400"
"56116252806979740","IRB3KM100531","KM101","Ker.Motor2MRB26617","KM10","کرمان532","مرابحه کرمان موتور-سپهر050327","IRB3KM100536","20230617","2","مرابحه کرمان موتور-سپهر050327","A","17","NO","4","69","6911","306"
"56130915871324783","IRR7ATSP0101","ATSX1","Arian Toska-R","ATSP","وآتوسح","ح .توسعه س. کشاورزی آرین توسکا","IRR7ATSP0104","20230814","4","توسعه س. کشاورزی آرین توسکا","A","ZS","NO","7","56","5699","404"
"56145524393016216","IRR1TSAL0101","TSAX1","Herbicides Prod-R","TSAL","شسمح","ح . تولید سموم  علف  کش","IRR1TSAL0104","20100411","1","تولید سموم  علف  کش","A","N2","NO","5","44","4421","400"
"56230353632302032","IRB4SO020271","O02Q1","SOV.GMR101SP231003","SO02","اراد101","مرابحه عام دولت101-ش.خ020711","IRB4SO020279","20230607","2","مرابحه عام دولت101-ش.خاص0207","A","17","NO","4","69","6945","706"
"56240779529754100","IRO1ENAZ0001","ENAZ1","Azarab Energy","ENAZ","فنرژی","گسترش صنایع انرژی آذرآب","IRO1ENAZ0008","20090716","1","گسترش صنایع انرژی آذرآب","A","N2","NO","5","28","2813","300"
"56262208197643515","IRB3TR130471","TR131","TreasuryBill251020","TR13","اخزا108","اسنادخزانه-م8بودجه01-040728","IRB3TR130471","20230626","2","اسنادخزانه اسلامی-م8بودجه1401","A","I1","NO","4","69","6940","306"
"56271726572478068","IRR1BANS0101","BNAX1","Ansar Bank-R","BANS","وانصارح","ح.بانک انصار","IRR1BANS0102","20171213","1","بانک انصار","A","N1","NO","1","57","5719","400"
"56301714222926714","IRR7ASKP0101","ASKX1","Askarieh F.&C.-R","ASKP","ومللح","ح.شرکت اعتباری ملل","IRR7ASKP0103","20170201","4","شرکت اعتباری ملل","A","C1","NO","7","57","5719","404"
"56324206651661881","IRO1NGFO0001","NGFO1","R. Mill Prod.","NGFO","فنورد","نوردوقطعات  فولادی","IRO1NGFO0004","20230918","1","نوردوقطعات  فولادی","A","N1","NO","3","27","2710","300"
"56344907495802692","IRT3FARF0001","FARF1","Fakher ETF","FARF","فاخر","صندوق س.ثروت افزون فاخر-د","IRT3FARF0004","20230708","2","ص.س.درآمد ثابت ثروت افزون فاخر","A","1A","NO","4","68","6812","305"
"56366970483082503","IRR3HORZ0101","HORX1","Omid Taban Hoor-R","HORZ","وهورح","ح .مدیریت انرژی امید تابان هور","IRR3HORZ0105","20230710","2","مدیریت انرژی امید تابان هور","A","16","NO","3","40","4010","403"
"56375665074210467","IRO3SOJZ0001","SOJZ1","Soojmiran","SOJZ","فسوژ","سوژمیران","IRO3SOJZ0000","20230917","2","سوژمیران","A","1Z","NO","1","27","2720","303"
"56394519316354075","IRR1GTEH0101","GTEX1","Tehran Stucco-R","GTEH","کگچتح","ح . گچ  تهران","IRR1GTEH0100","20081126","1","گچ  تهران","A","N4","NO","4","53","5394","400"
"56429431740318486","IRO7SHLP0001","SHLP1","Lordegan Petr.","SHLP","شلرد","کود شیمیایی اوره لردگان","IRO7SHLP0003","20230917","4","کود شیمیایی اوره لردگان","A","P1","NO","7","44","4412","309"
"56441765097666023","IRB3KM090531","KM091","Ker.Motor1MRB26617","KM09","کرمان531","مرابحه کرمان موتور-کارون050327","IRB3KM090539","20230617","2","مرابحه کرمان موتور-کارون050327","A","17","NO","4","69","6911","306"
"56449205771773651","IRR1GHAT0101","GHAX1","Iran Auto-Parts-R","GHAT","ختوقاح","ح . قطعات  اتومبیل  ایران","IRR1GHAT0104","20200929","1","قطعات  اتومبیل  ایران","A","N1","NO","1","34","3430","400"
"56480311926779560","IRR7EFSP0101","EFSX1","EftekharSahamINV-R","EFSP","وفتخارح","ح . سرمایه گذاری افتخار سهام","IRR7EFSP0106","20230816","4","سرمایه گذاری افتخارسهام","A","16","NO","7","56","5699","404"
"56523876503932407","IRB3MR010541","MR1Q1","MarinasunIJR260626","MR01","ماریناسان05","اجاره سلولزی ماریناسان14050405","IRB3MR010548","20230607","2","اجاره صنایع سلولزی ماریناسان","A","17","NO","4","69","6910","306"
"56550776668133562","IRO1DFRB0001","DFRB1","Farabi Pharm.","DFRB","دفارا","داروسازی  فارابی","IRO1DFRB0008","20230918","1","داروسازی  فارابی","A","N1","NO","3","43","4323","300"
"56572417882819500","IRR1KCHI0101","KCHX1","Iran China Clay-R","KCHI","کخاکح","ح . صنایع خاک چینی ایران","IRR1KCHI0109","20220730","1","صنایع خاک چینی ایران","A","N2","NO","5","54","5499","400"
"56574323121551263","IRO7PKBP0001","PKBP1","Amir Kabir Co.","PKBP","شکبیر","پتروشیمی امیرکبیر","IRO7PKBP0003","20230917","4","پتروشیمی امیرکبیر","A","P1","NO","7","44","4411","309"
"56585229755651616","IRO1TFKR0001","TFKR1","Kerman Ferr.","TFKR","فروم","تولیدفرومولیبدن کرمان","IRO1TFKR0009","20111025","1","تولیدفرومولیبدن کرمان","A","N2","NO","5","27","2720","300"
"56591881518499520","IRO7VSNP0001","VSNP1","Sina Insurance","VSNP","وسین","بیمه سینا","IRO7VSNP0003","20230917","4","بیمه سینا","A","P1","NO","7","66","6603","309"
"56656390637511014","IRI3I0120001","I0121","Water Resis.Socks","I012","جورا","جوراب مقاومتی آبی","IRI3I0120001","20180721","2","جوراب مقاومتی آبی","A","Z1","NO","5","76","7612","903"
"56661108161921677","IRR3ARFZ0101","ARFX1","Arfa Steel Co.-R","ARFZ","ارفعح","ح.شرکت آهن و فولاد ارفع","IRR3ARFZ0103","20210425","2","شرکت آهن و فولاد ارفع","A","Z1","NO","3","27","2710","403"
"56687603998541386","IRO3Z0190001","Z0191","Etessam Invest.","Z019","اعتصام","سرمایه گذاری اعتصام","IRO3Z0190000","20180721","2","سرمایه گذاری اعتصام","A","Z1","NO","5","56","5699","303"
"56717416662584054","IRO7TKDP0001","TKDP1","Takado","TKDP","وکادو","تکادو","IRO7TKDP0007","20230917","4","تکادو","A","P1","NO","7","56","5699","309"
"56738062726001817","IRR1VARZ0101","VARX1","Varziran-R","VARZ","کورزح","ح . ورزیران","IRR1VARZ0105","20100411","1","ورزیران","A","N2","NO","5","54","5499","400"
"56772105873719945","IRR1KRAF0101","KRAX1","Karafarin Bank-R","KRAF","وکارح","ح . بانک  کارآفرین","IRR1KRAF0102","20211030","1","بانک  کارآفرین","A","N1","NO","3","57","5719","400"
"56798822689379375","IRO7ARAP0001","ARAP1","Arya Shipping","ARAP","حاریا","کشتیرانی آریا","IRO7ARAP0004","20230917","4","کشتیرانی آریا","A","C1","NO","7","61","6110","309"
"56802926348928053","IRO7LZIN0001","LZIN1","Leasing Iran","LZIN","ولیز","لیزینگ ایران","IRO7LZIN0005","20230917","4","لیزینگ ایران","A","P1","NO","7","58","5891","309"
"56820995669577571","IRO1GLOR0001","GLOR1","Lorestan Sugar","GLOR","قلرست","قند لرستان","IRO1GLOR0002","20230918","1","قند لرستان","A","N1","NO","3","38","3842","300"
"56871139881800017","IRT1TSCA0001","TSCA1","TOSCA ETF","TSCA","توسکا","صندوق س توسعه فولاد- ثابت","IRT1TSCA0002","20230806","1","صندوق س توسعه فولاد- ثابت","A","H1","NO","4","68","6812","305"
"56881008607657214","IRO3ZF640001","ZF641","Toka boton Co","ZF64","توکا بتن","توکا بتن","IRO3ZF640007","20180721","2","توکا بتن","A","Z1","NO","5","54","5495","303"
"56881993417852599","IRO6MELZ9731","TM051","Melli Mortgage1806","MELZ","تملی703","تسهیلات مسکن ب. ملی-خرداد97","IRO6MELZ9739","20230702","2","تسهیلات مسکن بانک ملی ایران","A","M1","NO","4","59","5910","307"
"56883298211786806","IRO3KHRZ0001","KHRZ1","Kharazmy Invest","KHRZ","خارزم","حذف-سرمایه گذاری خوارزمی","IRO3KHRZ0007","20121016","2","سرمایه گذاری خوارزمی","A","Z1","NO","1","56","5699","303"
"56918976818189623","IRB3TB2498B1","TB241","TreasuryBill200203","TB24","اخزا612","اسنادخزانه-م12بودجه96-981114","IRB3TB2498B7","20180721","2","اسنادخزانه-م12بودجه96-981114","A","I1","NO","4","69","6940","306"
"56954020142895515","IRR3IMFZ0101","IMFX1","Cult.Herit. Inv.-R","IMFZ","سمگاح","ح. سرمایه گذاری میراث فرهنگی","IRR3IMFZ0100","20220418","2","گروه سرمایه گذاری میراث فرهنگی","A","1Z","NO","1","55","5510","403"
"56955187872206074","IRB3TB389851","TB381","TreasuryBill190814","TB38","اخزا705","اسنادخزانه-م5بودجه97-980523","IRB3TB389851","20180910","2","اسنادخزانه اسلامی-م5بودجه1397","A","I1","NO","4","69","6940","306"
"57005100184766878","IRR7OECP0101","OECX1","Oil Engr. Constr-R","OECP","شساختح","ح . مهندسی و ساختمان صنایع نفت","IRR7OECP0103","20230628","4","مهندسی و ساختمان صنایع نفت","A","P1","NO","7","11","1120","404"
"57007700552650971","IRR1GMRO0101","GMRX1","Marvdasht Sugar-R","GMRO","قمروح","ح . قند مرودشت","IRR1GMRO0103","20230111","1","قند مرودشت","A","N1","NO","3","38","3842","400"
"57013080981487913","IRTKSBBZ0001","SBBZ1","Sabz Hamerz ETF","SBBZ","سبز","صندوق س.کالایی سبز هامرز","IRTKSBBZ0003","20230130","7","صندوق س.کالایی سبز هامرز","A","QS","NO","4","68","6811","380"
"57027493672958737","IRR1BTEJ0101","BTEX1","Tejarat Bank-R","BTEJ","وتجارتح","ح . بانک تجارت","IRR1BTEJ0103","20191014","1","بانک تجارت","A","N1","NO","3","57","5719","400"
"57076944665294912","IRB3RK010151","RK1Q1","RailKosarIJR220731","RK01","ریل1401","اجاره ریل کوثر14010509","IRB3RK010151","20221212","2","اجاره ریل کوثر","A","17","NO","4","69","6910","306"
"57086055330734195","IRO1TSRZ0001","TSRZ1","Razi P. Glasses","TSRZ","کرازی","کارخانجات تولیدی شیشه رازی","IRO1TSRZ0007","20230917","1","کارخانجات تولیدی شیشه رازی","A","N1","NO","1","54","5410","300"
"57100097091423436","IRO7FRBP0001","FRBP1","Fara Bourse Co.","FRBP","فرابورس","فرابورس ایران","IRO7FRBP0008","20190713","2","فرابورس ایران","A","L1","NO","7","67","6712","309"
"57136379898204100","IRR1DYZD0101","DYZX1","Derakhshan Yazd-R","DYZD","ندرخشح","ح . درخشان  یزد","IRR1DYZD0105","20081126","1","درخشان  یزد","A","N4","NO","4","17","1711","400"
"57139694841580593","IRB3TB600051","TB601","TreasuryBill210810","TB60","اخزا806","اسنادخزانه-م6بودجه98-000519","IRB3TB600059","20200526","2","اسنادخزانه اسلامی-م6بودجه1398","A","I1","NO","4","69","6940","306"
"57143708777958591","IRO3Z0640001","Z0641","Niroo Transfo","Z064","نیرو ترانسفو","کارخانجات تولیدی نیرو ترانسفو","IRO3Z0640004","20190708","2","کارخانجات تولیدی نیرو ترانسفو","A","Z1","NO","5","31","3110","303"
"57219771314070546","IRO7IPTP0001","IPTP1","Ir.Inv.Petr.","IPTP","پترول","گروه پتروشیمی س. ایرانیان","IRO7IPTP0007","20140303","2","گروه پتروشیمی س. ایرانیان","A","P1","NO","7","44","4499","309"
"57269023014175240","IRO7GSMP0001","GSMP1","Gheshm Marine","GSMP","حقشم","دریایی و مهندسی کشتیرانی قشم","IRO7GSMP0003","20120710","2","دریایی و مهندسی کشتیرانی قشم","A","P1","NO","7","61","6120","309"
"57273529732791251","IRO1MSTI0001","MSTI1","Motorsazan","MSTI","خموتور","موتورسازان تراکتورسازی ایران","IRO1MSTI0003","20230918","1","موتورسازان تراکتورسازی ایران","A","N1","NO","3","34","3410","300"
"57295057787011214","IRB3W0270271","W0271","PCC Refah20231022","W027","گام020713","گواهی اعتبار مولد رفاه0207","IRB3W0270275","20230607","2","گواهی اعتبار مولد رفاه020730","A","17","NO","4","69","6922","306"
"57300230097485720","IRO3PEGZ0001","PEGZ1","Pegah Gilan","PEGZ","غگیلا","شیرپاستوریزه پگاه گیلان","IRO3PEGZ0008","20230917","2","شیرپاستوریزه پگاه گیلان","A","1Z","NO","1","42","4220","303"
"57302886786783094","IRB3RN0206C1","RN021","ReylNoa.IJR280229","RN02","نوآفرین06","اجاره ریل پردازنوآفرین14061210","IRB3RN0206C3","20230607","2","ریل پردازنوآفرین0612","A","17","NO","4","69","6910","306"
"57309221039930244","IRO1SNMA0001","SNMA1","Ind. & Mine Inv","SNMA","وصنعت","سرمایه گذاری توسعه صنعت وتجارت","IRO1SNMA0007","20230917","1","سرمایه گذاری توسعه صنعت وتجارت","A","N1","NO","1","56","5699","300"
"57329318081089375","IRR1CONT0101","CONX1","Iran Counter-R","CONT","آکنتورح","ح . کنتورسازی ایران","IRR1CONT0104","20171213","1","کنتورسازی ایران","A","N1","NO","3","33","3312","400"
"57350511580537603","IRXWXEXR0006","WEX06","EXIR Composite Pr.","IDXS","شاخص اکسیر قیمت6","شاخص اکسیر قیمت","IRXWXEXR0007","20210825","2","شرکت شاخص","I","00","ID","6","X1","X1  ","70"
"57387658155768357","IRB4SO050231","O05Q1","SOV.GMR104SP230524","SO05","اراد104","مرابحه عام دولت104-ش.خ020303","IRB4SO050235","20230607","2","مرابحه عام دولت104-ش.خاص0203","A","17","NO","4","69","6945","706"
"57395291357606965","IRB3SR3201C1","R32Q1","Anti Covid-19 CF2","SR32","کرونا2","تامین مالی جمعی صرفا اهدای سود","IRB3SR3201C0","20210914","2","تامین مالی جمعی نیکوکارانه2","A","41","NO","4","69","6945","306"
