"insCode","cSecVal","lSecVal","cSoSecVal","lSoSecVal","cValMne","lVal18","cSocCSAC","lSoc30","yMarNSC","yVal","lVal30","lVal18AFC","cIsin","zTitad","baseVol","instrumentID","cgrValCot","cComVal","lastDate","sourceID","flowTitle","cgrValCotTitle"
"25631699615003698","49","كاشي و سراميك","4993","توليد گل و سراميك ساختماني","BEGP1","Behceram Granite","BEGP","توليدي گرانيت بهسرام","NO","309","توليدي گرانيت بهسرام","كهرام","IRO7BEGP0002","0.0","0","IRO7BEGP0001","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"25661711955019337","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","BKHX1","Bank of M.E.-R","BKHZ","بانك خاورميانه","NO","400","ح . بانك خاورميانه","وخاورح","IRR1BKHZ0109","0.0","0","IRR1BKHZ0101","N2","5","0","0","","بازار دوم بورس"
"25685504838927055","69","اوراق تامين مالي","6946","اوراق منفعت دولتي با ضمانت دولت","S74Q1","SOV.MNF74SP230702","SF74","منفعت دولت7-شرايط خاص ساير","NO","706","منفعت دولت7-ش.خاص ساير0204","افاد74","IRB4SF740240","0.0","0","IRB4SF740241","17","4","0","0","","-'"
"25701602342262768","56","سرمايه گذاريها","5699","ساير واسطه هاي  مالي","Z0421","Saba Management","Z042","نوآوران مديريت سبا","NO","303","نوآوران مديريت سبا","مديريت سبا","IRO3Z0420001","0.0","0","IRO3Z0420001","Z1","5","0","0","","بازار سوم فرابورس"
"25731711930596815","42","محصولات غذايي و آشاميدني به جز قند و شكر","4214","توليد روغن هاي حيواني و نباتي","BHPX1","Behpak Co. -R","BHPP","صنعتي بهپاك","NO","404","ح. صنعتي بهپاك","بهپاكح","IRR7BHPP0100","0.0","0","IRR7BHPP0101","C1","7","0","0","","بازار پایه نارنجی فرابورس"
"25752723009842207","43","مواد و محصولات دارويي","4323","توليد داروهاي شيميايي و گياهي","IRDX1","Iran Darou-R","IRDR","‌ايران‌دارو","NO","400","ح . ‌ايران‌دارو","ديرانح","IRR1IRDR0109","0.0","0","IRR1IRDR0101","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"25758309844190279","69","اوراق تامين مالي","6910","صكوك اجاره","RN1Q1","ReylNoa.IJR240303","RN01","اجاره ريل پردازنوآفرين14021213","NO","306","اجاره ريل پرداز نوآفرين021213","نوريل02","IRB3RN0102C4","0.0","0","IRB3RN0102C1","17","4","0","0","","-'"
"25832315372089844","70","انبوه سازي، املاك و مستغلات","7021","پيمانكاري املاك و مستغلات","ZF571","Bana Afarin","ZF57","گسترش سازه بناآفرين ايرانيان","NO","303","گسترش سازه بناآفرين ايرانيان","بناآفرين","IRO3ZF570006","0.0","0","IRO3ZF570001","Z1","5","0","0","","بازار سوم فرابورس"
"25879082553156895","54","ساير محصولات كاني غيرفلزي","5410","توليد شيشه","SISX1","Saipa Glass-R","SISH","سايپاشيشه‌","NO","400","ح . سايپاشيشه‌","كساپاح","IRR1SISH0103","0.0","0","IRR1SISH0101","N2","5","0","0","","بازار دوم بورس"
"25884142956367005","57","بانكها و موسسات اعتباري","5719","ساير  واسطه هاي پولي","BPRT1","Pasargad Bank","BPRT","بانك پاسارگاد","NO","309","بانك پاسارگاد","پاسار","IRO7BPRT0002","0.0","0","IRO7BPRT0001","T1","7","0","0","",""
"25896842749407120","54","ساير محصولات كاني غيرفلزي","5492","توليد محصولات سراميكي نسوز","NSAX1","Azar Refract.-R","NSAZ","فرآورده‌هاي‌نسوزآذر","NO","400","ح . فرآورده‌هاي‌نسوزآذر","كاذرح","IRR1NSAZ0104","0.0","0","IRR1NSAZ0101","N1","3","0","0","","بازار اول (تابلوی فرعی) بورس"
"25910790498305559","54","ساير محصولات كاني غيرفلزي","5491","توليد سراميك غيرساختماني","CHNX1","Alborz Por.-R","CHNL","چيني‌سازي‌ البرز","NO","400","ح . چيني‌سازي‌ البرز","كالبرح","IRR1CHNL0101","0.0","0","IRR1CHNL0101","N4","4","0","0","","بازار چهارم بورس"
"25919132649861263","70","انبوه سازي، املاك و مستغلات","7021","پيمانكاري املاك و مستغلات","KSNX1","Kayson -R","KSNP","شركت كيسون","NO","404","ح . شركت كيسون","كيسونح","IRR7KSNP0108","0.0","0","IRR7KSNP0101","P1","7","0","0","","بازار پایه زرد فرابورس"
"25972501115747374","34","خودرو و ساخت قطعات","3410","توليد وسايل نقليه موتوري","DZLX1","Bahman Dizel Co-R","DZLP","بهمن ديزل","NO","404","ح.بهمن ديزل","خديزلح","IRR7DZLP0100","0.0","0","IRR7DZLP0101","P1","7","0","0","","بازار پایه زرد فرابورس"
"26014913469567886","39","شرکتهاي چند رشته اي صنعتي","3999","شركتهاي صنعتي چند رشته اي","GDIR1","Ghadir Inv.","GDIR","سرمايه‌گذاري‌غدير(هلدينگ‌","NO","300","سرمايه‌گذاري‌غدير(هلدينگ‌","وغدير","IRO1GDIR0000","0.0","0","IRO1GDIR0001","N1","1","0","0","","بازار اول (تابلوی اصلی) بورس"
"26025177574491991","54","ساير محصولات كاني غيرفلزي","5410","توليد شيشه","LIAZ1","Lia Company","LIAZ","شركت مواد ويژه ليا","NO","309","شركت مواد ويژه ليا","شليا","IRO7LIAZ0000","0.0","0","IRO7LIAZ0001","P1","7","0","0","","بازار پایه زرد فرابورس"
