"insCode","dEven","daily"
"18356933039391862","20090716","20230917"
"18364150881104689","20181007","20230917"
"18386853936374230","20141126","20230917"
"18401147983387689","20230917","20230917"
"18401418213049852","20180721","20230917"
"18568733593280948","20230917","20230917"
"18568915061663137","20221212","20230917"
"18570564912055539","20081126","20230917"
"18585106079638501","20220108","20230917"
"18599703143458101","20230917","20230917"
"18606531596412776","20221212","20230917"
"18609068995507506","20180721","20230917"
"18621338450655320","20120710","20230917"
"18661507395759423","20230917","20230917"
"18668624820225527","20230717","20230917"
"18683861709119246","20221212","20230917"
"18733719742989734","20230726","20230917"
"18780171241610744","20171213","20230917"
"18807759244885028","20180721","20230917"
"18850167694315175","20230717","20230917"
"18855357827822814","20180721","20230917"
"18865325633315847","20230227","20230917"
"18865378787186640","20180721","20230917"
"18873298877346976","20210626","20230917"
"18883380772506226","20230917","20230917"
"18918866105569545","20081126","20230917"
"18919451747622263","20230903","20230917"
"18944852052979320","20230607","20230917"
"18982971907252877","20220524","20230917"
"18990349556980675","20230607","20230917"
"19004539003883795","20230607","20230917"
"19024886606470752","20221212","20230917"
"19027978305388097","20221212","20230917"
"19040514831923530","20230917","20230917"
"19060410060488876","20230801","20230917"
"19061939728363582","20180721","20230917"
"19074684560939209","20230917","20230917"
"19078737957233566","20140721","20230917"
"19106496156354497","20220906","20230917"
"19120684319502050","20220418","20230917"
"19144924610135716","20221212","20230917"
"19152073029476766","20200608","20230917"
"19174812964848627","20210530","20230917"
"19175365517498084","20160410","20230917"
"19216138630342675","20220413","20230917"
"19219679288446732","20171212","20230917"
"19233005675916232","20160410","20230917"
"19236082741801504","20190908","20230917"
"19257295292088310","20230918","20230917"
"19286456074508315","20180721","20230917"
"19286637942713261","20081126","20230917"
"19298748452450329","20230917","20230917"
"19306562798128539","20210908","20230917"
"19310456400689867","20230917","20230917"
"19346156681228707","20230607","20230917"
"19348717261145458","20230917","20230917"
"19367527798307032","20230917","20230917"
"19422557949258041","20221120","20230917"
"19422860143693289","20210630","20230917"
"19429005738572326","20220418","20230917"
"19471788163911687","20230917","20230917"
"19475769871065382","20180721","20230917"
"19511179561056679","20230917","20230917"
"19528386043823971","20081126","20230917"
"19587113900259777","20230607","20230917"
"19714491027710210","20081126","20230917"
"19717343975708874","20220125","20230917"
"19718044721122744","20120918","20230917"
"19734078707717188","20111126","20230917"
"19760719619611064","20190601","20230917"
"19765338543451377","20081126","20230917"
"19781077932203326","20230607","20230917"
"19789177459170131","20110525","20230917"
"19815688231421128","20220108","20230917"
"19828734979381742","20230709","20230917"
"19839750988634567","20230527","20230917"
"19853987870179776","20200929","20230917"
"19902029193133981","20180721","20230917"
"19920168236103182","20180721","20230917"
"19926062373976914","20180721","20230917"
"19943335952094762","20081126","20230917"
"19954896371640204","20230917","20230917"
"19990581743778955","20230917","20230917"
"20004676410599645","20081126","20230917"
"20024911381434086","20230917","20230917"
"20034264486679145","20230715","20230917"
"20044076668988655","20230114","20230917"
"20069240924792138","20221212","20230917"
"20082736855988443","20230607","20230917"
"20133434564923831","20230717","20230917"
"20151303631554851","20120710","20230917"
"20200806340698468","20230201","20230917"
"20213770409093165","20171212","20230917"
"20219449694505209","20230515","20230917"
"20236748310756911","20230917","20230917"
"20249462272216900","20230917","20230917"
"20253580805051293","20150221","20230917"
"20272770791380597","20200929","20230917"
"20277841048962226","20230917","20230917"
"20278348345530119","20180520","20230917"
"20300372560291314","20200823","20230917"
"20356919276895388","20081126","20230917"
"20381036241470518","20171213","20230917"
"20393717141867821","20210630","20230917"
"20411759370751096","20230917","20230917"
"20450807696007580","20230723","20230917"
"20453828618330936","20230917","20230917"
"20487994977117557","20230917","20230917"
"20536030960229486","20230607","20230917"
"20560887114747719","20230917","20230917"
"20562694899904339","20230917","20230917"
"20582209779850866","20210904","20230917"
"20593887444073437","20171213","20230917"
"20603404633598318","20120422","20230917"
"20610153643209375","20230806","20230917"
"20611319144970886","20210906","20230917"
"20622681776256207","20230918","20230917"
"20626178773287666","20180721","20230917"
"20652241232631918","20230917","20230917"
"20718185517159967","20230607","20230917"
"20724324387432359","20180721","20230917"
"20807724049262494","20170304","20230917"
"20865316761157979","20230917","20230917"
"20909901812271390","20200526","20230917"
"20911641259091017","20230717","20230917"
"20926459161497908","20230917","20230917"
"20946530370469828","20220813","20230917"
"20966291817819448","20230917","20230917"
"20987464867355507","20181104","20230917"
"21030786915898705","20180721","20230917"
"21045502280375439","20230917","20230917"
"21060013856976725","20171213","20230917"
"21066721937819577","20230806","20230917"
"21077182490095731","20230702","20230917"
"21096748051392414","20230917","20230917"
"21139307601252472","20230702","20230917"
"21164477711564061","20180721","20230917"
"21166660564301770","20221212","20230917"
"21173014653958212","20230312","20230917"
"21294020791802550","20230607","20230917"
"21350214000597969","20180721","20230917"
"21354030714537789","20081126","20230917"
"21383339313241074","20180721","20230917"
"21405564783526739","20100411","20230917"
"21411099322114521","20210825","20230917"
"21420579611076234","20220910","20230917"
"21426277483799140","20230123","20230917"
"21432551703060846","20230917","20230917"
"21500060221654011","20230304","20230917"
"21501758781665781","20230917","20230917"
"21522990643077548","20221212","20230917"
"21524058405934926","20190911","20230917"
"21533807502850906","20220126","20230917"
"21551806741582786","20180721","20230917"
"21607242972640064","20210403","20230917"
"21637852787679265","20230607","20230917"
"21657955626134676","20230702","20230917"
"21727652065573865","20230909","20230917"
"21758758306221606","20120228","20230917"
"21770536721753496","20230206","20230917"
"21772258644715569","20230917","20230917"
"21825376398132736","20180721","20230917"
"21833542151601793","20081126","20230917"
"21851863906501460","20180721","20230917"
"21903271801994876","20230717","20230917"
"21940781391333638","20101003","20230917"
"21948907150049163","20171212","20230917"
"21981797765115018","20081126","20230917"
"22002589755112021","20220906","20230917"
"22014091628248921","20221212","20230917"
"22026498789176614","20220131","20230917"
"22032778965657046","20170304","20230917"
"22067354885788211","20230607","20230917"
"22086876724551482","20230917","20230917"
"22087269603540841","20230917","20230917"
"22096199430853991","20171213","20230917"
"22164355468450959","20221212","20230917"
"22212731893111773","20230917","20230917"
"22215980602177059","20190122","20230917"
"22218966388689725","20230718","20230917"
"22229150167002259","20180721","20230917"
"22255783119783047","20230918","20230917"
"22259718159702272","20230917","20230917"
"22260326095996531","20230918","20230917"
"22275596386264204","20230917","20230917"
"22276798221643766","20230917","20230917"
"22299894048845903","20230917","20230917"
"22308305646551497","20230917","20230917"
"22314977867866119","20100411","20230917"
"22318795784160675","20230917","20230917"
"22328556318373924","20110417","20230917"
"22382156782768756","20230917","20230917"
"22390160904430441","20180721","20230917"
"22424135367941584","20230917","20230917"
"22427604495160869","20230917","20230917"
"22490169030401337","20230917","20230917"
"22494526379345092","20230918","20230917"
"22542452157560209","20180721","20230917"
"22545149639511257","20230702","20230917"
"22560050433388046","20230917","20230917"
"22593055235603880","20230607","20230917"
"22621206163110026","20230917","20230917"
"22645269567765904","20230917","20230917"
"22665633526004960","20230607","20230917"
"22667016906590506","20230917","20230917"
"22742134293057021","20130520","20230917"
"22787503301679573","20230917","20230917"
"22811176775480091","20230917","20230917"
"22839330962768817","20220906","20230917"
"22888586915320734","20230607","20230917"
"22903901709044823","20230918","20230917"
"22922721400616304","20180721","20230917"
"22941065011246116","20230917","20230917"
"22950683624908253","20230917","20230917"
"22956708386610464","20230917","20230917"
"23049019886587905","20230917","20230917"
"23086515493897579","20230917","20230917"
"23100379978035731","20201114","20230917"
"23142133203996048","20211009","20230917"
"23175320865252772","20230917","20230917"
"23185568638908069","20200929","20230917"
"23214828924506640","20230917","20230917"
"23257748575526845","20230607","20230917"
"23269285154135003","20230917","20230917"
"23293437377896568","20230917","20230917"
"23295417816476597","20090716","20230917"
"23311107902178719","20081126","20230917"
"23320741230037790","20230318","20230917"
"23353689102956991","20230918","20230917"
"23358076115432411","20221212","20230917"
"23374429962331387","20230917","20230917"
"23441366113375722","20230917","20230917"
"23458117616920867","20210530","20230917"
"23461894018749883","20190202","20230917"
"23472644661782933","20081126","20230917"
"23484847504768205","20191204","20230917"
"23498719713662118","20230819","20230917"
"23525504731363137","20100411","20230917"
"23552683239901730","20230918","20230917"
"23557166059925779","20230917","20230917"
"23581215918684761","20221212","20230917"
"23600798892801694","20230917","20230917"
"23628442955387175","20230828","20230917"
"23657236334749347","20220709","20230917"
"23684361061669860","20230702","20230917"
"23695001747840020","20181016","20230917"
"23737719554962015","20221212","20230917"
"23742726069035026","20171211","20230917"
"23781657998194558","20230917","20230917"
"23791232955302467","20221212","20230917"
"23837844039713715","20230918","20230917"
"23838634016123354","20230212","20230917"
"23843877872814145","20230917","20230917"
"23891830829322971","20230917","20230917"
"23936607891892333","20230918","20230917"
"23995635929424183","20230607","20230917"
"24018878640527909","20210710","20230917"
"24040086475073714","20081204","20230917"
"24077555905664009","20170419","20230917"
"24079409192818584","20230917","20230917"
"24082902657114448","20230717","20230917"
"24085906177899789","20230918","20230917"
"24095835622675205","20180721","20230917"
"24117226355581020","20100411","20230917"
"24123527155326978","20200726","20230917"
"24131253368329756","20190306","20230917"
"24187097921483699","20171212","20230917"
"24212636157410845","20230917","20230917"
"24253947487334809","20230917","20230917"
"24254843881948059","20230918","20230917"
"24303422207378456","20230917","20230917"
"24335615175713314","20140104","20230917"
"24371538373380305","20230607","20230917"
"24472556975056129","20221212","20230917"
"24544113280557261","20171213","20230917"
"24568263705196097","20230607","20230917"
"24605674228351422","20230607","20230917"
"24620582002578362","20230812","20230917"
"24625617153696931","20230607","20230917"
"24644999329120295","20230917","20230917"
"24651394045981418","20230513","20230917"
"24662567615903665","20230917","20230917"
"24683827262592815","20090716","20230917"
"24684845113470760","20081126","20230917"
"24700915949765656","20180721","20230917"
"24733701189547084","20171212","20230917"
"24734871905109354","20230114","20230917"
"24779787662870476","20210825","20230917"
"24785665268004766","20230917","20230917"
"24794536744903047","20180721","20230917"
"24799474896540445","20170304","20230917"
"24807173016704795","20230917","20230917"
"24832054403183361","20230918","20230917"
"24832515281647747","20230607","20230917"
"24864955678633428","20221212","20230917"
"24869832924911721","20230702","20230917"
"24907784641855842","20230723","20230917"
"25001509088465005","20230917","20230917"
"25018856872742529","20230108","20230917"
"25020657188512139","20230917","20230917"
"25043059770705816","20171213","20230917"
"25075878890741724","20120623","20230917"
"25080419871048809","20180721","20230917"
"25095385550006158","20180721","20230917"
"25129304172501430","20230918","20230917"
"25133129074902751","20180721","20230917"
"25157215622645697","20081126","20230917"
"25163959460949732","20171212","20230917"
"25165947991415904","20121111","20230917"
"25180702353416009","20230917","20230917"
"25211433301660888","20230917","20230917"
"25215182208950217","20230917","20230917"
"25230302785580254","20230917","20230917"
"25244329144808274","20230917","20230917"
"25286509736208688","20230917","20230917"
"25327253813314826","20160410","20230917"
"25328018826422512","20200304","20230917"
"25336820825905643","20230917","20230917"
"25357135030606405","20230918","20230917"
"25360782993370900","20091103","20230917"
"25387056990464790","20230703","20230917"
"25410055451145088","20180721","20230917"
"25417476013479486","20230917","20230917"
"25435625417909263","20220906","20230917"
"25449662823397465","20171213","20230917"
"25453948523266987","20230702","20230917"
"25485128449538632","20140825","20230917"
"25489258878590110","20210919","20230917"
"25514780181345713","20230917","20230917"
"25524501289667446","20090716","20230917"
"25533816569630235","20230607","20230917"
"25559236668122210","20230830","20230917"
"25566372891613380","20180721","20230917"
"25594133778259557","20230607","20230917"
"25616754584179508","20120304","20230917"
"25631699615003698","20230917","20230917"
"25661711955019337","20171213","20230917"
"25685504838927055","20230607","20230917"
"25701602342262768","20180721","20230917"
"25709155798105216","20180721","20230917"
"25731711930596815","20160127","20230917"
"25752723009842207","20230918","20230917"
"25758309844190279","20230607","20230917"
"25766336681098389","20171212","20230917"
"25832315372089844","20180721","20230917"
"25879082553156895","20230918","20230917"
"25884142956367005","20110731","20230917"
"25896842749407120","20230918","20230917"
"25910790498305559","20081126","20230917"
"25919132649861263","20210906","20230917"
"25972501115747374","20121003","20230917"
"26014913469567886","20230917","20230917"
"26025177574491991","20230917","20230917"
"26030180117829827","20211212","20230917"
"26037409125534305","20110524","20230917"
"26090464295830176","20230701","20230917"
"26101163974788298","20230903","20230917"
"26114418513020265","20130707","20230917"
"26116715759675796","20170304","20230917"
"26142199530487668","20230918","20230917"
"26186730535085742","20120905","20230917"
"26257365377629881","20171213","20230917"
"26259366519412975","20230917","20230917"
"26314668128957507","20230918","20230917"
"26316376625263940","20230917","20230917"
"26334665207205408","20140721","20230917"
"26346284945643324","20081126","20230917"
"26352122361745211","20230226","20230917"
"26374092711577980","20120204","20230917"
"26394236240671710","20081204","20230917"
"26394712225370902","20230607","20230917"
"26543014712914772","20230917","20230917"
"26547362091465395","20230515","20230917"
"26547785441834730","20230917","20230917"
"26601876609464268","20100602","20230917"
"26622634572348721","20230702","20230917"
"26643740599997035","20230114","20230917"
"26711011601058186","20120417","20230917"
"26780282166315918","20230702","20230917"
"26785345607979150","20130218","20230917"
"26787658273107220","20130427","20230917"
"26805086797073180","20221212","20230917"
"26824673819862694","20230917","20230917"
"26881786652328215","20181219","20230917"
"26882843763780650","20230917","20230917"
"26890571579123884","20221212","20230917"
"26912471338175697","20081126","20230917"
"26927142986179586","20221212","20230917"
"26972528518663385","20230918","20230917"
"26997316501080743","20230917","20230917"
"27000326841257664","20230917","20230917"
"27061507162558956","20180721","20230917"
"27096851668435724","20230917","20230917"
"27112476533185250","20180721","20230917"
"27127447358059059","20210918","20230917"
"27148572013604038","20230917","20230917"
"27157296306913953","20180721","20230917"
"27159719428626698","20180721","20230917"
"27216330574067832","20190325","20230917"
"27218386411183410","20230917","20230917"
"27220069106600682","20220418","20230917"
"27221698970690062","20180721","20230917"
"27251625350860119","20081126","20230917"
"27259484209117565","20221212","20230917"
"27299841173245405","20230917","20230917"
"27308217070238237","20230918","20230917"
"27319652872658388","20230607","20230917"
"27338175838625962","20221212","20230917"
"27361263980884014","20220101","20230917"
"27405735172634593","20230917","20230917"
"27408459860356108","20170304","20230917"
"27419879613292222","20230702","20230917"
"27441338542049382","20100411","20230917"
"27498681981248175","20230607","20230917"
"27534509785579831","20120710","20230917"
"27557812383301067","20220108","20230917"
"27576096486410105","20100411","20230917"
"27582732388235259","20221003","20230917"
"27646919277667844","20221212","20230917"
"27668158733246204","20230917","20230917"
"27691133856191895","20230607","20230917"
"27729386420118206","20210907","20230917"
"27741038536131458","20221212","20230917"
"27759765678224609","20230607","20230917"
"27797446447955609","20230702","20230917"
"27812005859539773","20230515","20230917"
"27814844870305607","20230304","20230917"
"27823796778173650","20230607","20230917"
"27857905114371789","20200526","20230917"
"27922860956133067","20230917","20230917"
"27952969918967492","20230917","20230917"
"27971147929780521","20221220","20230917"
"28033133021443774","20230917","20230917"
"28062748588070885","20180721","20230917"
"28096527110269576","20180721","20230917"
"28113762644272931","20230702","20230917"
"28147934478934110","20230917","20230917"
"28193210058353265","20210428","20230917"
"28230238564334914","20230917","20230917"
"28251956446987982","20230917","20230917"
"28253678449273505","20230917","20230917"
"28291104595448527","20230917","20230917"
"28307780198701428","20081126","20230917"
"28320293733348826","20230917","20230917"
"28325731560106431","20230918","20230917"
"28326570978858383","20230607","20230917"
"28328083629154916","20230917","20230917"
"28328710198554144","20230917","20230917"
"28374437855144739","20230410","20230917"
"28393053173456669","20220813","20230917"
"28431095903407567","20230917","20230917"
"28450080638096732","20230917","20230917"
"28453556872765526","20220906","20230917"
"28493762200787421","20180721","20230917"
"28520500657715290","20180721","20230917"
"28533890681853700","20230702","20230917"
"28541128073053383","20181020","20230917"
"28551661889797217","20230227","20230917"
"28570444064425663","20171213","20230917"
"28572273203423761","20120502","20230917"
"28593434160948209","20190902","20230917"
"28627453712511651","20121223","20230917"
"28654679332351375","20180721","20230917"
"28672095850798501","20230917","20230917"
"28678187324376436","20171213","20230917"
"28679034713062084","20180721","20230917"
"28683348852986692","20220108","20230917"
"28689570019072302","20150325","20230917"
"28711499450482077","20210921","20230917"
"28725056634066391","20230717","20230917"
"28748463035212388","20230828","20230917"
"28749125862783655","20230515","20230917"
"28788598290160782","20220906","20230917"
"28809886765682162","20230917","20230917"
"28830974516092864","20081126","20230917"
"28845264556937486","20230917","20230917"
"28849950336645207","20111030","20230917"
"28854105556435129","20230917","20230917"
"28864540805361867","20230917","20230917"
"28918651040038880","20210914","20230917"
"28957320033282870","20230918","20230917"
"28987829009893424","20120214","20230917"
"28999321147527586","20081126","20230917"
"28999889016722771","20110918","20230917"
"29044180429960918","20091107","20230917"
"29075808594290931","20230111","20230917"
"29112217893232632","20100411","20230917"
"29122854902865456","20230918","20230917"
"29145566942640151","20180721","20230917"
"29184718087541648","20171213","20230917"
"29185502445882687","20220108","20230917"
"29195987083197059","20171213","20230917"
"29242941150825379","20130218","20230917"
"29244787813932382","20090716","20230917"
"29247915161590165","20230918","20230917"
"29316948750916349","20230917","20230917"
"29331053506731535","20171212","20230917"
"29407499034824131","20180721","20230917"
"29415178094395276","20221212","20230917"
"29470264765209519","20081126","20230917"
"29471826302648725","20200523","20230917"
"29512568608949554","20210207","20230917"
"29527985620948695","20230423","20230917"
"29590002988360984","20230917","20230917"
"29613965573304738","20230702","20230917"
"29628038996571162","20230717","20230917"
"29631596152440287","20111023","20230917"
"29634899116753177","20180721","20230917"
"29650505265356603","20090716","20230917"
"29668622727981703","20200607","20230917"
"29716513021318095","20220316","20230917"
"29747059672582491","20230918","20230917"
"29758477602878557","20230917","20230917"
"29763017439252322","20081126","20230917"
"29763883614455544","20220628","20230917"
"29829925438875661","20160731","20230917"
"29833500068899176","20230607","20230917"
"29839331402153595","20201124","20230917"
"29860265627578401","20230917","20230917"
"29882244560576007","20230917","20230917"
"29915504190030439","20171211","20230917"
"29935695527853744","20221212","20230917"
"29963964834392911","20230607","20230917"
"29966743195510975","20081126","20230917"
"29970481413277747","20230607","20230917"
"29974853866926823","20230917","20230917"
"29990078640171531","20230607","20230917"
"30007580613586002","20230917","20230917"
"30038978589192551","20180721","20230917"
"30047747159242762","20081126","20230917"
"30102026126082339","20120204","20230917"
"30106839080444358","20171212","20230917"
"30215634246748564","20230227","20230917"
"30231789123900526","20230917","20230917"
"30266490512162343","20131009","20230917"
"30282299500988269","20230702","20230917"
"30317860209027430","20180721","20230917"
"30399039934945809","20230917","20230917"
"30416996452264502","20190310","20230917"
"30443839313522574","20230917","20230917"
"30447901674051381","20230917","20230917"
"30494541445997332","20180721","20230917"
"30507152381699953","20230917","20230917"
"30535783752961355","20181120","20230917"
"30541878254768639","20230607","20230917"
"30551124291517887","20230111","20230917"
"30561102210568623","20221129","20230917"
"30582275818828857","20230521","20230917"
"30592968583865547","20180721","20230917"
"30624718145834768","20081126","20230917"
"30650426998863332","20230917","20230917"
"30655480864841493","20171213","20230917"
"30703140537034664","20230917","20230917"
"30719054967088301","20230917","20230917"
"30731456862279964","20220412","20230917"
"30733822716003537","20081126","20230917"
"30756584974640550","20200823","20230917"
"30762816122316539","20230830","20230917"
"30765727085936322","20230917","20230917"
"30801484454172783","20230917","20230917"
"30829203706095076","20230917","20230917"
"30852391633490755","20230917","20230917"
"30881465593449357","20081126","20230917"
"30904483564015738","20190907","20230917"
"30974710508383145","20230917","20230917"
"30999877195114948","20230607","20230917"
"31024260997481994","20230917","20230917"
"31025186285752698","20081126","20230917"
"31039212000825988","20230702","20230917"
"31049085025064185","20230917","20230917"
"31078457170311964","20230917","20230917"
"31159891095753824","20230918","20230917"
"31187008559534062","20180721","20230917"
"31187829454955136","20180721","20230917"
"31188566503248753","20230702","20230917"
"31204546680104953","20180721","20230917"
"31212063757944288","20180721","20230917"
"31248540252187559","20220906","20230917"
"31262218550324764","20180721","20230917"
"31312374884749268","20100411","20230917"
"31316784129157162","20201003","20230917"
"31366347648583654","20230227","20230917"
"31435545119454895","20211009","20230917"
"31475381212079522","20210914","20230917"
"31529165012057847","20220906","20230917"
"31529522299202767","20140721","20230917"
"31569200988534548","20230702","20230917"
"31615603316629399","20081126","20230917"
"31665897154579581","20230607","20230917"
"31705949443749848","20081204","20230917"
"31710972837224178","20120222","20230917"
"31723276281575803","20180721","20230917"
"31778582387377604","20081126","20230917"
"31791737198597563","20230917","20230917"
"31805923413809494","20230607","20230917"
"31807192222755022","20230918","20230917"
"31879190587976736","20230918","20230917"
"31892548539456357","20120606","20230917"
"31907674226378369","20180721","20230917"
"31913287805282551","20230709","20230917"
"31920617569703557","20171211","20230917"
"31940133965609434","20220108","20230917"
"31959715133485440","20230917","20230917"
"31987476671489207","20170920","20230917"
"32051979696170482","20230717","20230917"
"32074015336187133","20081126","20230917"
"32080380326575683","20171213","20230917"
"32097828799138957","20171212","20230917"
"32112121249636248","20230214","20230917"
"32137835359818517","20211215","20230917"
"32158140632839921","20081126","20230917"
"32228672111987764","20230801","20230917"
"32257753560585502","20230917","20230917"
"32333468577955567","20140721","20230917"
"32338211917133256","20230918","20230917"
"32347247706508046","20230917","20230917"
"32351614141218534","20081126","20230917"
"32357363984168442","20230917","20230917"
"32397655016424159","20230607","20230917"
"32425362809965324","20230829","20230917"
"32453344048876642","20171212","20230917"
"32469128621155736","20230621","20230917"
"32512426572922515","20190908","20230917"
"32525655729432562","20230918","20230917"
"32574410228785625","20081126","20230917"
"32575690244214247","20230621","20230917"
"32617421074722159","20140721","20230917"
"32625655706701759","20081126","20230917"
"32642977328805134","20170304","20230917"
"32669817266382439","20220501","20230917"
"32678431934327184","20230917","20230917"
"32679348534913643","20230703","20230917"
"32706358593798697","20221212","20230917"
"32768389062627654","20110622","20230917"
"32775115857585121","20230918","20230917"
"32776329010736461","20190908","20230917"
"32783283263379852","20220108","20230917"
"32784604551756178","20230917","20230917"
"32794759319236248","20170311","20230917"
"32804066953103155","20081126","20230917"
"32821908911812078","20230917","20230917"
"32845891587040106","20230917","20230917"
"32858955818300859","20170515","20230917"
"32874370564962210","20211212","20230917"
"32952997755199101","20211218","20230917"
"32982652838367432","20230702","20230917"
"33001954978772949","20230812","20230917"
"33003065739216642","20230607","20230917"
"33124462307941707","20230114","20230917"
"33127514766801560","20120422","20230917"
"33144542989832366","20221102","20230917"
"33169213478785699","20140721","20230917"
"33220705750260507","20180721","20230917"
"33254899395816171","20220612","20230917"
"33271958125916103","20180721","20230917"
"33293588228706998","20230917","20230917"
"33299917803447720","20230717","20230917"
"33343732576627331","20200613","20230917"
"33400647129589624","20180721","20230917"
"33406621820337161","20230917","20230917"
"33407851615887009","20230717","20230917"
"33410001534682920","20230917","20230917"
"33420285433308219","20230917","20230917"
"33431647616303833","20180721","20230917"
"33435036605589477","20230607","20230917"
"33441514568901717","20230917","20230917"
"33474290111427408","20180721","20230917"
"33505686728824629","20191014","20230917"
"33509150675201804","20220108","20230917"
"33512084144201783","20221212","20230917"
"33521509676474411","20221212","20230917"
"33527290777160784","20230702","20230917"
"33541897671561960","20230917","20230917"
"33553353981936508","20081126","20230917"
"33603212156438463","20230918","20230917"
"33610278001525224","20081126","20230917"
"33611155027418901","20230917","20230917"
"33626672012415176","20171212","20230917"
"33629260529503413","20230917","20230917"
"33634705189692362","20090716","20230917"
"33658726815807637","20171213","20230917"
"33666678504801754","20220628","20230917"
"33674046558521273","20140721","20230917"
"33677077231841786","20230515","20230917"
"33683240001985963","20230624","20230917"
"33686297112617723","20081126","20230917"
"33712030690943360","20081126","20230917"
"33736447482634583","20220606","20230917"
"33783140337377394","20230917","20230917"
"33808206014018431","20230917","20230917"
"33831012001738648","20140721","20230917"
"33854964748757477","20230917","20230917"
"33878047680249697","20171212","20230917"
"33887145736684266","20220906","20230917"
"33889280063931972","20221212","20230917"
"33901868529485472","20230607","20230917"
"33920853605850297","20180721","20230917"
"33931218652865616","20230917","20230917"
"33962124816198492","20150801","20230917"
"34009514334110233","20191119","20230917"
"34032872653290886","20230917","20230917"
"34044990864869727","20081126","20230917"
"34058131978311520","20221212","20230917"
"34060717549874029","20210919","20230917"
"34060949638085542","20180610","20230917"
"34066377223628725","20160720","20230917"
"34072858270659593","20220906","20230917"
"34144395039913458","20230522","20230917"
"34185897261926724","20230607","20230917"
"34186024944625724","20230917","20230917"
"34213522001938649","20230917","20230917"
"34295935482222451","20171212","20230917"
"34374882182829390","20170419","20230917"
"34404581741939737","20200929","20230917"
"34406437210199542","20081126","20230917"
"34408080767216529","20171212","20230917"
"34429961038727682","20221101","20230917"
"34432997122108874","20190417","20230917"
"34454945407422432","20180702","20230917"
"34512227538629253","20081126","20230917"
"34529951687571743","20220418","20230917"
"34540569618314880","20230917","20230917"
"34557241988629814","20230917","20230917"
"34565348191664379","20221212","20230917"
"34581754264880199","20230227","20230917"
"34621618468546063","20230917","20230917"
"34641719089573667","20230917","20230917"
"34650680906536449","20230108","20230917"
"34654116124808601","20170304","20230917"
"34673681828119297","20230917","20230917"
"34718633636164421","20230821","20230917"
"34721884030854211","20230917","20230917"
"34731841379388186","20220730","20230917"
"34743062472637188","20221212","20230917"
"34774414473029882","20200122","20230917"
"34776415527452961","20210630","20230917"
"34781399928061406","20230902","20230917"
"34856765062083074","20230702","20230917"
"34890845654517313","20230917","20230917"
"34933520304408694","20221212","20230917"
"34933849448813222","20081126","20230917"
"34973883374080119","20180721","20230917"
"35000222122072953","20230607","20230917"
"35029193412295397","20120710","20230917"
"35030544513071961","20220413","20230917"
"35110446324952410","20230607","20230917"
"35113075091643530","20210914","20230917"
"35116791907608909","20210515","20230917"
"35140711032123895","20220525","20230917"
"35150770536114195","20230507","20230917"
"35158826900216508","20230918","20230917"
"35163287528816137","20230702","20230917"
"35178706978554988","20230917","20230917"
"35188369797280638","20210630","20230917"
"35243508352830709","20081126","20230917"
"35250743514276481","20180721","20230917"
"35282121039020302","20230917","20230917"
"35331248532537562","20230917","20230917"
"35346078651339725","20230628","20230917"
"35366681030756042","20230917","20230917"
"35369183060321179","20230917","20230917"
"35415228966794590","20120623","20230917"
"35417318638809049","20180721","20230917"
"35424116338766901","20230917","20230917"
"35425587644337450","20230917","20230917"
"35441739588843212","20081126","20230917"
"35445515321658835","20230123","20230917"
"35447985071122568","20230607","20230917"
"35478981890584027","20180721","20230917"
"35515916857426389","20230917","20230917"
"35541297751844500","20191014","20230917"
"35543935713999309","20230917","20230917"
"35547889621915737","20230702","20230917"
"35608558653140695","20100411","20230917"
"35615878946229935","20180721","20230917"
"35638104434369061","20180721","20230917"
"35651361860287187","20180721","20230917"
"35669480110084448","20230917","20230917"
"35700344742885862","20230917","20230917"
"35725335527952211","20180721","20230917"
"35757904924364183","20180721","20230917"
"35796086458096255","20230917","20230917"
"35897843176198929","20121016","20230917"
"35898516735559137","20180721","20230917"
"35948133957468680","20230917","20230917"
"35955196754615835","20211009","20230917"
"35964395659427029","20230917","20230917"
"35995426159395450","20190608","20230917"
"36019565007303075","20230918","20230917"
"36087495778905641","20230607","20230917"
"36110870923892956","20230918","20230917"
"36209883286223850","20220910","20230917"
"36224343915714474","20150729","20230917"
"36235343945196457","20230917","20230917"
"36282416082320053","20230917","20230917"
"36293785932444419","20220425","20230917"
"36319830972593153","20171213","20230917"
"36383265369964981","20081126","20230917"
"36394683912545018","20180721","20230917"
"36469751685735891","20171212","20230917"
"36478073241669075","20081126","20230917"
"36531083140502478","20111211","20230917"
"36553233375284401","20140721","20230917"
"36570049864997361","20131209","20230917"
"36580207969487109","20230917","20230917"
"36592972482259020","20220906","20230917"
"36597927530072864","20131204","20230917"
"36600889395640293","20200823","20230917"
"36601190701745677","20170419","20230917"
"36608426654628266","20120611","20230917"
"36609406760796639","20221212","20230917"
"36611841921720250","20230828","20230917"
"36665926415452955","20230702","20230917"
"36667862403660976","20230918","20230917"
"36671655475498480","20230917","20230917"
"36675444072965904","20190302","20230917"
"36683141669540406","20230826","20230917"
"36711205224776612","20170311","20230917"
"36771749618541632","20171216","20230917"
"36773155987365094","20230917","20230917"
"36774567041364173","20090719","20230917"
"36830514291646551","20230828","20230917"
